Station ID,Functional Class,Lat/Long,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"121-r749",7U : Urban Local,"33.587161, -84.510159",2019,11700,Actual,,,,,0.0897,1,16200,Short Term
"121-r750",7U : Urban Local,"33.584843, -84.515102",2019,4570,Actual,,,,,0.1185,1,8680,Short Term
"121-r751",,"33.650460, -84.442905",2019,19000,Actual,,,,,0.0845,1,24000,Short Term
"121-r752",1U : Urban Principal Arterial - Interstate,"33.617475, -84.487632",2019,26400,Estimated,,,,,0.0833,1,33200,Short Term
"121-r754",1U : Urban Principal Arterial - Interstate,"33.609922, -84.486578",2019,2250,Estimated,,,,,0.1322,1,4200,Short Term
"121-r755",7U : Urban Local,"33.653766, -84.437858",2019,28800,Estimated,,,,,0.0796,1,36300,Short Term
"121-r756",7U : Urban Local,"33.651294, -84.442757",2019,8600,Estimated,,,,,0.0863,1,10800,Short Term
"121-r757",7U : Urban Local,"33.623258, -84.458831",2019,11600,Estimated,,,,,0.1364,1,19700,Short Term
"121-r758",1U : Urban Principal Arterial - Interstate,"33.620355, -84.466800",2019,26800,Estimated,,,,,0.065,1,43400,Short Term
"121-r759",7U : Urban Local,"33.660070, -84.430410",2019,6000,Estimated,,,,,0.0853,1,7560,Short Term
"121-r760",7U : Urban Local,"33.657850, -84.433400",2019,8480,Estimated,,,,,0.0882,1,10700,Short Term
"121-r761",7U : Urban Local,"33.648170, -84.447345",2019,6070,Estimated,,,,,0.1547,1,7650,Short Term
"121-r763",1U : Urban Principal Arterial - Interstate,"33.663568, -84.423530",2019,4300,Estimated,,,,,0.091,1,8890,Short Term
"121-r765",1U : Urban Principal Arterial - Interstate,"33.667787, -84.416337",2019,2930,Estimated,,,,,0.0783,1,4480,Short Term
"121-r766",1U : Urban Principal Arterial - Interstate,"33.666511, -84.417553",2019,3580,Estimated,,,,,0.0974,1,5490,Short Term
"121-r767",1U : Urban Principal Arterial - Interstate,"33.682769, -84.411159",2019,3380,Estimated,,,,,0.0937,1,4640,Short Term
"121-r768",1U : Urban Principal Arterial - Interstate,"33.679752, -84.412309",2019,5300,Estimated,,,,,0.1089,1,7210,Short Term
"121-r771",1U : Urban Principal Arterial - Interstate,"33.684922, -84.405937",2019,2390,Estimated,,,,,0.0881,1,3160,Short Term
"121-r774",1U : Urban Principal Arterial - Interstate,"33.689357, -84.401359",2019,22100,Estimated,,,,,0.0862,1,34900,Short Term
"121-r777",1U : Urban Principal Arterial - Interstate,"33.795170, -84.393740",2019,22000,Estimated,,,,,0.096,1,37500,Short Term
"121-r782",1U : Urban Principal Arterial - Interstate,"33.804980, -84.383560",2019,24400,Estimated,,,,,0.0777,1,30800,Short Term
"121-r783",1U : Urban Principal Arterial - Interstate,"33.822656, -84.358150",2019,730,Estimated,,,,,0.1362,1,1170,Short Term
"121-r785",7U : Urban Local,"33.823610, -84.355370",2019,14200,Estimated,,,,,0.1015,1,19800,Short Term
"121-r787",1U : Urban Principal Arterial - Interstate,"33.824568, -84.350945",2019,13000,Actual,,,,,0.098,1,16400,Short Term
"121-r801",1U : Urban Principal Arterial - Interstate,"33.765803, -84.523470",2019,23500,Actual,,,,,0.0659,1,29600,Short Term
"121-r802",1U : Urban Principal Arterial - Interstate,"33.767403, -84.529746",2019,9200,Actual,,,,,0.1118,1,15200,Short Term
"121-r803",1U : Urban Principal Arterial - Interstate,"33.761866, -84.487645",2019,14000,Estimated,,,,,0.089,1,17700,Short Term
"121-r804",7U : Urban Local,"33.766418, -84.498398",2019,56300,Estimated,,,,,0.0741,1,99200,Short Term
"121-r807",7U : Urban Local,"33.756437, -84.467773",2019,7030,Estimated,,,,,0.1069,1,12500,Short Term
"121-r808",7U : Urban Local,"33.758438, -84.471529",2019,7140,Estimated,,,,,0.1194,1,11300,Short Term
"121-r809",7U : Urban Local,"33.758107, -84.470269",2019,2890,Estimated,,,,,0.08,1,3640,Short Term
"121-r811",1U : Urban Principal Arterial - Interstate,"33.749836, -84.442884",2019,5370,Estimated,,,,,0.0779,1,7420,Short Term
"121-r812",7U : Urban Local,"33.751743, -84.448152",2019,6670,Estimated,,,,,0.0967,1,9400,Short Term
"121-r813",1U : Urban Principal Arterial - Interstate,"33.745703, -84.427898",2019,6620,Estimated,,,,,0.0767,1,8890,Short Term
"121-r815",7U : Urban Local,"33.741677, -84.415957",2019,8780,Estimated,,,,,0.0835,1,11700,Short Term
"121-r816",7U : Urban Local,"33.741895, -84.419849",2019,6630,Estimated,,,,,0.1053,1,8360,Short Term
"121-r817",7U : Urban Local,"33.741647, -84.412794",2019,9780,Estimated,,,,,0.0831,1,12300,Short Term
"121-r822",7U : Urban Local,"33.742191, -84.405273",2019,8740,Estimated,,,,,0.131,1,14100,Short Term
"121-r823",7U : Urban Local,"33.743661, -84.377970",2019,7030,Estimated,,,,,0.1488,1,9590,Short Term
"121-r824",7U : Urban Local,"33.744702, -84.400059",2019,4500,Estimated,,,,,0.127,1,6230,Short Term
"121-r826",7U : Urban Local,"33.745486, -84.397142",2019,5420,Estimated,,,,,0.1497,1,7760,Short Term
"121-r827",7U : Urban Local,"33.743733, -84.385763",2019,40400,Estimated,,,,,0.068,1,50900,Short Term
"121-r828",7U : Urban Local,"33.745629, -84.394617",2019,34800,Estimated,,,,,0.0776,1,51200,Short Term
"121-r829",7U : Urban Local,"33.743620, -84.382340",2019,7920,Estimated,,,,,0.1398,1,13300,Short Term
"121-r831",7U : Urban Local,"33.745992, -84.396705",2019,6740,Estimated,,,,,0.1523,1,11100,Short Term
"121-r834",7U : Urban Local,"33.743630, -84.370133",2019,9150,Estimated,,,,,0.0831,1,11500,Short Term
"121-r835",1U : Urban Principal Arterial - Interstate,"33.743619, -84.360761",2019,8430,Estimated,,,,,0.1582,1,16900,Short Term
"121-r836",1U : Urban Principal Arterial - Interstate,"33.743654, -84.365220",2019,7080,Estimated,,,,,0.1166,1,13100,Short Term
"121-r838",7U : Urban Local,"33.745310, -84.351202",2019,7690,Estimated,,,,,0.0948,1,9690,Short Term
"121-r839",2U : Urban Principal Arterial - Freeways & Expressways,"33.760070, -84.375790",2019,24800,Actual,,,,,0.0741,1,31200,Short Term
"121-r840",1U : Urban Principal Arterial - Interstate,"33.765477, -84.358907",2019,1520,Estimated,,,,,0.1752,1,2510,Short Term
"121-r841",1U : Urban Principal Arterial - Interstate,"33.764533, -84.358388",2019,4750,Estimated,,,,,0.1168,1,5990,Short Term
"121-r843",7U : Urban Local,"33.799233, -84.389066",2019,12000,Estimated,,,,,0.1101,1,15200,Short Term
"121-r844",7U : Urban Local,"33.801490, -84.387220",2019,10700,Estimated,,,,,0.1086,1,16100,Short Term
"121-r845",7U : Urban Local,"33.811760, -84.369790",2019,8000,Estimated,,,,,0.0981,1,10100,Short Term
"121-r846",7U : Urban Local,"33.811009, -84.372308",2019,9250,Actual,,,,,0.0714,1,11700,Short Term
"121-r848",7U : Urban Local,"33.811594, -84.368723",2019,11400,Estimated,,,,,0.0986,1,14300,Short Term
"121-r849",7U : Urban Local,"33.812257, -84.364750",2019,9360,Estimated,,,,,0.083,1,12200,Short Term
"121-r852",7U : Urban Local,"33.644984, -84.452790",2019,1870,Estimated,,,,,0.1224,1,2350,Short Term
"121-r853",7U : Urban Local,"33.644772, -84.452436",2019,2710,Estimated,,,,,0.0842,1,3420,Short Term
"121-r854",7U : Urban Local,"33.647085, -84.451454",2019,1850,Estimated,,,,,0.1048,1,2330,Short Term
"121-r855",7U : Urban Local,"33.646885, -84.451673",2019,6530,Estimated,,,,,0.1341,1,9010,Short Term
"121-r856",2U : Urban Principal Arterial - Freeways & Expressways,"33.616412, -84.516019",2019,8620,Actual,,,,,0.1003,1,14500,Short Term
"121-r857",2U : Urban Principal Arterial - Freeways & Expressways,"33.614503, -84.498933",2019,9320,Actual,,,,,0.1083,1,16500,Short Term
"121-r858",2U : Urban Principal Arterial - Freeways & Expressways,"33.615287, -84.498640",2019,9200,Actual,,,,,0.0987,1,17500,Short Term
"121-r862",2U : Urban Principal Arterial - Freeways & Expressways,"33.618590, -84.514199",2019,9380,Actual,,,,,0.1566,1,17000,Short Term
"121-r863",2U : Urban Principal Arterial - Freeways & Expressways,"33.618526, -84.516077",2019,1400,Actual,,,,,0.1151,1,2330,Short Term
"121-r864",2U : Urban Principal Arterial - Freeways & Expressways,"33.617015, -84.517640",2019,1100,Actual,,,,,0.0988,1,1920,Short Term
"121-r866",7U : Urban Local,"33.690901, -84.490860",2019,11700,Estimated,,,,,0.097,1,14700,Short Term
"121-r867",7U : Urban Local,"33.692539, -84.488827",2019,7280,Estimated,,,,,0.072,1,10500,Short Term
"121-r868",7U : Urban Local,"33.691073, -84.491887",2019,6470,Estimated,,,,,0.0902,1,8990,Short Term
"121-r869",7U : Urban Local,"33.690681, -84.492630",2019,12300,Estimated,,,,,0.0851,1,15500,Short Term
"121-r870",7U : Urban Local,"33.698759, -84.458701",2019,6080,Estimated,,,,,0.0892,1,7660,Short Term
"121-r871",7U : Urban Local,"33.699266, -84.458568",2019,6070,Estimated,,,,,0.0983,1,7640,Short Term
"121-r872",2U : Urban Principal Arterial - Freeways & Expressways,"33.698025, -84.446133",2019,6920,Estimated,,,,,0.0742,1,8720,Short Term
"121-r873",7U : Urban Local,"33.698366, -84.446864",2019,6880,Estimated,,,,,0.0978,1,10100,Short Term
"121-r874",1U : Urban Principal Arterial - Interstate,"33.697694, -84.431121",2019,4570,Estimated,,,,,0.119,1,5760,Short Term
"121-r875",7U : Urban Local,"33.697714, -84.430755",2019,6080,Estimated,,,,,0.0982,1,7670,Short Term
"121-r876",7U : Urban Local,"33.698642, -84.430508",2019,7730,Estimated,,,,,0.1243,1,9740,Short Term
"121-r877",2U : Urban Principal Arterial - Freeways & Expressways,"33.698447, -84.430994",2019,3590,Estimated,,,,,0.1524,1,4520,Short Term
"121-r878",7U : Urban Local,"33.697650, -84.420365",2019,3220,Estimated,,,,,0.0918,1,4060,Short Term
"121-r879",2U : Urban Principal Arterial - Freeways & Expressways,"33.697526, -84.416712",2019,5490,Estimated,,,,,0.0941,1,6920,Short Term
"121-r880",7U : Urban Local,"33.697968, -84.416696",2019,6070,Estimated,,,,,0.1005,1,7650,Short Term
"121-r881",7U : Urban Local,"33.698013, -84.419714",2019,3120,Estimated,,,,,0.0936,1,4480,Short Term
"121-r882",7U : Urban Local,"33.696439, -84.412202",2019,2070,Estimated,,,,,0.1162,1,2610,Short Term
"121-r883",7U : Urban Local,"33.696261, -84.411865",2019,3230,Estimated,,,,,0.0928,1,4070,Short Term
"121-r884",7U : Urban Local,"33.696795, -84.411621",2019,5180,Estimated,,,,,0.1163,1,10100,Short Term
"121-r885",7U : Urban Local,"33.696845, -84.412119",2019,2590,Estimated,,,,,0.0994,1,3260,Short Term
"121-r998",1U : Urban Principal Arterial - Interstate,"33.791259, -84.391011",2019,117000,Estimated,,,,,,,148000,Short Term
"123-0101",5R : Rural Major Collector,"34.566566, -84.522539",2019,410,Actual,19,3,0,0,0.1095,0.58,520,Short Term
"123-0105",5R : Rural Major Collector,"34.564642, -84.537470",2019,1110,Estimated,,,,,,,1400,Short Term
"123-0109",5R : Rural Major Collector,"34.635857, -84.510797",2019,3370,Actual,,,,,0.0961,0.61,5000,Short Term
"123-0113",5R : Rural Major Collector,"34.659341, -84.500000",2019,8330,Estimated,398,135,0.3,0.12,0.09,0.55,10500,Short Term
"123-0121",5R : Rural Major Collector,"34.688640, -84.490570",2019,9660,Actual,137,123,0.517,0.207,0.1107,0.5,12200,CCS
"123-0125",5R : Rural Major Collector,"34.701492, -84.476007",2019,2520,Actual,178,18,0.833,0.119,0.106,0.55,3180,Short Term
"123-0131",5R : Rural Major Collector,"34.715242, -84.461104",2019,1930,Estimated,,,,,,,2430,Short Term
"123-0139",3R : Rural Principal Arterial - Other,"34.776239, -84.394068",2019,16900,Estimated,1355,671,0.62,0.231,0.0825,0.55,24300,Short Term
"123-0143",5R : Rural Major Collector,"34.582452, -84.625452",2019,3190,Actual,,,,,0.088,0.52,5540,Short Term
"123-0145",5R : Rural Major Collector,"34.625928, -84.578206",2019,1410,Estimated,72,75,0.283,0.425,0.0943,0.65,1780,Short Term
"123-0149",5R : Rural Major Collector,"34.638892, -84.529923",2019,4010,Actual,,,,,0.0917,0.53,6980,Short Term
"123-0150",3R : Rural Principal Arterial - Other,"34.686709, -84.592159",2019,5060,Actual,328,312,0.435,0.336,0.0803,0.54,6370,Short Term
"123-0154",3R : Rural Principal Arterial - Other,"34.703318, -84.541035",2019,7120,Estimated,366,377,0.217,0.203,0.0832,0.55,8970,Short Term
"123-0157",5R : Rural Major Collector,"34.770419, -84.587550",2019,140,Estimated,9,3,,,0.1549,0.55,180,Short Term
"123-0160",4R : Rural Minor Arterial,"34.762427, -84.573698",2019,780,Estimated,48,14,0.797,0.133,0.0916,0.51,980,Short Term
"123-0164",4R : Rural Minor Arterial,"34.749704, -84.534306",2019,1400,Actual,,,,,0.0929,0.61,1770,Short Term
"123-0167",4R : Rural Minor Arterial,"34.721581, -84.504395",2019,3350,Estimated,182,48,0.431,0.092,0.0956,0.69,4740,Short Term
"123-0170",4R : Rural Minor Arterial,"34.701967, -84.483327",2019,5260,Actual,,,,,0.0915,0.61,6630,Short Term
"123-0173",5R : Rural Major Collector,"34.702895, -84.480139",2019,3420,Estimated,,,,,,,4560,Short Term
"123-0179",4R : Rural Minor Arterial,"34.698285, -84.481759",2019,7920,Estimated,364,70,0.338,0.026,0.0857,0.62,9980,Short Term
"123-0185",3R : Rural Principal Arterial - Other,"34.687686, -84.477502",2019,9260,Actual,493,95,0.313,0.043,0.0955,0.58,13500,Short Term
"123-0187",3R : Rural Principal Arterial - Other,"34.685094, -84.477592",2019,9510,Actual,528,351,0.421,0.252,0.0885,0.55,12000,Short Term
"123-0188",3R : Rural Principal Arterial - Other,"34.685352, -84.473625",2019,11200,Estimated,416,139,0.138,0.083,0.0886,0.63,14200,Short Term
"123-0189",5R : Rural Major Collector,"34.680582, -84.474175",2019,3350,Estimated,,,,,,,4220,Short Term
"123-0190",5R : Rural Major Collector,"34.687712, -84.472066",2019,9150,Actual,595,262,0.492,0.142,0.0918,0.56,11500,Short Term
"123-0195",5R : Rural Major Collector,"34.688094, -84.465541",2019,9060,Actual,537,218,0.519,0.144,0.087,0.54,11400,Short Term
"123-0204",5R : Rural Major Collector,"34.664239, -84.449884",2019,9640,Actual,696,367,0.498,0.228,0.0991,0.57,12200,Short Term
"123-0207",5R : Rural Major Collector,"34.660117, -84.387215",2019,2570,Estimated,,,,,0.0906,0.69,4640,Short Term
"123-0210",5R : Rural Major Collector,"34.640267, -84.387200",2019,4830,Estimated,291,247,0.621,0.373,0.0865,0.53,6090,Short Term
"123-0212",5R : Rural Major Collector,"34.596644, -84.328783",2019,3520,Actual,261,305,0.511,0.766,0.1061,0.52,4440,Short Term
"123-0214",5R : Rural Major Collector,"34.596037, -84.381461",2019,450,Actual,68,11,1.563,0.67,0.1161,0.65,560,Short Term
"123-0217",5R : Rural Major Collector,"34.599073, -84.461911",2019,1220,Estimated,,,,,,,1540,Short Term
"123-0222",5R : Rural Major Collector,"34.659931, -84.472944",2019,4250,Estimated,245,23,1.105,0.094,0.1288,0.63,6180,Short Term
"123-0230",5R : Rural Major Collector,"34.738497, -84.465530",2019,1260,Estimated,,,,,,,1590,Short Term
"123-0234",5R : Rural Major Collector,"34.803284, -84.423760",2019,490,Estimated,,,,,,,620,Short Term
"123-0240",5R : Rural Major Collector,"34.681119, -84.288879",2019,510,Estimated,17,3,0.197,0.197,0.0927,0.57,640,Short Term
"123-0244",5R : Rural Major Collector,"34.677902, -84.286901",2019,380,Estimated,,,,,,,490,Short Term
"123-0247",3R : Rural Principal Arterial - Other,"34.614158, -84.517724",2019,17900,Actual,1271,846,0.695,0.202,0.085,0.6,22500,Short Term
"123-0248",3R : Rural Principal Arterial - Other,"34.736885, -84.423631",2019,18100,Estimated,918,642,0.318,0.239,0.0839,0.54,31600,Short Term
"123-0250",3R : Rural Principal Arterial - Other,"34.651985, -84.495593",2019,19000,Actual,1104,899,0.342,0.305,0.0811,0.57,23900,Short Term
"123-0252",3R : Rural Principal Arterial - Other,"34.681071, -84.475956",2019,20600,Estimated,981,683,0.335,0.175,0.0847,0.51,33000,Short Term
"123-0254",3R : Rural Principal Arterial - Other,"34.714483, -84.453576",2019,17800,Actual,1669,770,0.785,0.28,0.0891,0.54,23500,Short Term
"123-8001",6R : Rural Minor Collector,"34.657770, -84.294562",2019,340,Actual,25,5,,,0.1366,0.57,430,Short Term
"123-8005",7R : Rural Local,"34.678307, -84.489607",2019,5480,Estimated,,,,,,,7390,Short Term
"123-8013",7R : Rural Local,"34.778399, -84.393993",2019,200,Estimated,,,,,,,290,Short Term
"123-8017",7R : Rural Local,"34.763020, -84.436981",2019,610,Estimated,,,,,,,850,Short Term
"123-8019",7R : Rural Local,"34.583970, -84.622366",2019,280,Estimated,13,1,1.091,,0.1164,0.59,350,Short Term
"123-8020",7R : Rural Local,"34.727185, -84.454128",2019,110,Estimated,6,3,,,0.1545,0.53,140,Short Term
"123-8021",7R : Rural Local,"34.728799, -84.441459",2019,20,Estimated,,,,,,,30,Short Term
"123-8024",7R : Rural Local,"34.838682, -84.413390",2019,860,Estimated,,,,,,,1950,Short Term
"123-8025",6R : Rural Minor Collector,"34.604997, -84.422687",2019,1210,Estimated,61,13,0.747,0.166,0.1137,0.55,1700,Short Term
"123-8026",6R : Rural Minor Collector,"34.601895, -84.402846",2019,950,Actual,70,15,0.847,0.106,0.1111,0.6,1290,Short Term
"123-8027",6R : Rural Minor Collector,"34.644723, -84.329928",2019,900,Estimated,,,,,,,1130,Short Term
"123-8029",6R : Rural Minor Collector,"34.739200, -84.601300",2019,100,Estimated,,,,,,,130,Short Term
"123-8032",6R : Rural Minor Collector,"34.773800, -84.536800",2019,210,Estimated,,,,,,,260,Short Term
"123-8035",7R : Rural Local,"34.621669, -84.419458",2019,30,Estimated,,,,,,,40,Short Term
"123-8036",7R : Rural Local,"34.615620, -84.427637",2019,140,Estimated,12,1,2.222,,0.1407,0.63,180,Short Term
"123-8037",7R : Rural Local,"34.620988, -84.434365",2019,430,Estimated,,,,,,,620,Short Term
"123-8038",7R : Rural Local,"34.639196, -84.409165",2019,640,Estimated,,,,,,,1110,Short Term
"123-8039",7R : Rural Local,"34.660750, -84.381591",2019,780,Estimated,,,,,,,1350,Short Term
"123-8043",7R : Rural Local,"34.664603, -84.317088",2019,70,Estimated,7,,,,0.125,0.56,100,Short Term
"123-8044",7R : Rural Local,"34.623225, -84.282198",2019,40,Estimated,,,,,,,50,Short Term
"123-8045",7R : Rural Local,"34.625630, -84.248575",2019,50,Estimated,,,,,,,60,Short Term
"123-8046",7R : Rural Local,"34.635388, -84.259041",2019,50,Estimated,2,,0,0,0.191,0.5,60,Short Term
"123-8048",7R : Rural Local,"34.641259, -84.279945",2019,140,Estimated,,,,,,,180,Short Term
"123-8050",7R : Rural Local,"34.665528, -84.335033",2019,210,Estimated,16,1,1.456,,0.1117,0.7,260,Short Term
"123-8051",7R : Rural Local,"34.690394, -84.333585",2019,90,Estimated,,,,,,,110,Short Term
"123-8052",7R : Rural Local,"34.680161, -84.313632",2019,60,Estimated,,,,,,,70,Short Term
"123-8053",7R : Rural Local,"34.699902, -84.302005",2019,50,Estimated,,,,,0.1569,0.63,60,Short Term
"123-8054",7R : Rural Local,"34.710654, -84.418494",2019,80,Estimated,,,,,,,100,Short Term
"123-8055",7R : Rural Local,"34.778520, -84.391217",2019,200,Estimated,10,1,0.505,,0.147,0.83,250,Short Term
"123-8056",7R : Rural Local,"34.778937, -84.372990",2019,240,Estimated,,,,,,,410,Short Term
"123-8057",7R : Rural Local,"34.810064, -84.527783",2019,140,Estimated,,,,,,,230,Short Term
"123-8058",7R : Rural Local,"34.801713, -84.379626",2019,690,Estimated,48,4,0.581,,0.0914,0.56,870,Short Term
"123-8059",7R : Rural Local,"34.567426, -84.510899",2019,180,Estimated,,,,,,,300,Short Term
"123-8060",7R : Rural Local,"34.606502, -84.505585",2019,90,Estimated,,,,,,,230,Short Term
"123-8062",7R : Rural Local,"34.776211, -84.378463",2019,150,Estimated,,,,,,,190,Short Term
"125-0101",5R : Rural Major Collector,"33.135342, -82.614167",2019,380,Actual,35,53,0,0.792,0.1319,0.8,630,Short Term
"125-0105",5R : Rural Major Collector,"33.167677, -82.616533",2019,320,Estimated,43,25,0.309,0.617,0.1142,0.8,470,Short Term
"125-0109",5R : Rural Major Collector,"33.217313, -82.601955",2019,700,Actual,60,46,0.711,0.427,0.1081,0.8,890,Short Term
"125-0112",5R : Rural Major Collector,"33.225500, -82.597212",2019,830,Actual,67,49,0.602,0.361,0.1059,0.8,1050,Short Term
"125-0120",5R : Rural Major Collector,"33.245159, -82.595111",2019,1130,Estimated,104,52,0.883,0.53,0.1112,0.8,1530,Short Term
"125-0124",5R : Rural Major Collector,"33.208132, -82.666197",2019,160,Estimated,,,,,,,200,Short Term
"125-0128",5R : Rural Major Collector,"33.219385, -82.700732",2019,340,Actual,,,,,0.1064,0.8,710,Short Term
"125-0130",5R : Rural Major Collector,"33.236545, -82.729875",2019,230,Actual,18,38,0.431,0.431,0.125,0.8,290,Short Term
"125-0136",5R : Rural Major Collector,"33.256262, -82.748715",2019,270,Actual,17,34,0.376,0.376,0.1391,0.8,340,Short Term
"125-0138",5R : Rural Major Collector,"33.208594, -82.709977",2019,690,Actual,63,46,0.873,0,0.1019,0.8,870,Short Term
"125-0140",5R : Rural Major Collector,"33.215531, -82.705355",2019,740,Actual,76,37,1.078,0,0.097,0.8,940,Short Term
"125-0143",5R : Rural Major Collector,"33.221210, -82.702507",2019,1120,Actual,82,38,0.534,0.267,0.105,0.8,1420,Short Term
"125-0149",5R : Rural Major Collector,"33.228537, -82.691510",2019,760,Actual,92,30,1.455,0.132,0.1085,0.8,950,Short Term
"125-0152",5R : Rural Major Collector,"33.232582, -82.602301",2019,1640,Actual,189,63,1.278,0.183,0.1047,0.8,2070,Short Term
"125-0154",5R : Rural Major Collector,"33.233371, -82.593785",2019,2210,Actual,,,,,0.1073,0.8,2790,Short Term
"125-0157",5R : Rural Major Collector,"33.237341, -82.573043",2019,1020,Estimated,71,32,0.296,0.197,0.1074,0.8,1280,Short Term
"125-0162",5R : Rural Major Collector,"33.227638, -82.697640",2019,460,Actual,,,,,0.1175,0.8,580,Short Term
"125-0164",5R : Rural Major Collector,"33.262051, -82.695794",2019,360,Estimated,,,,,,,450,Short Term
